Brand,Description,Size,PurchasePrice,VendorNumber,VendorName
25113,Keller Est 13 Cruz Vyd Chard,750mL,25.34,9552,M S WALKER INC
25117,Zuccardi Q Malbec,750mL,13.79,90024,VINILANDIA USA
25118,Foxglove Cab Svgn,750mL,10.27,90024,VINILANDIA USA
25119,Foxglove Znfdl,750mL,10.13,90024,VINILANDIA USA
25120,Foxglove Chard,750mL,9.73,90024,VINILANDIA USA
25122,Kumeu River Village Chard,750mL,12.16,4425,MARTIGNETTI COMPANIES
25125,Zorvino Vyds Mango Magnifico,750mL,8.55,90058,ZORVINO VINEYARDS
25126,Zorvino Vyds Peachez,750mL,6.62,90058,ZORVINO VINEYARDS
25127,Mastroberardino Greco di Tuf,750mL,10.73,2000,SOUTHERN WINE & SPIRITS NE
25128,Chateau Richebon Pauillac,750mL,30.4,1392,CONSTELLATION BRANDS INC
25141,The Federalist 1776 Zinfande,750mL,10.27,4425,MARTIGNETTI COMPANIES
25145,Brewer-Clifton Sta. Rita Cha,750mL,22.57,4425,MARTIGNETTI COMPANIES
25147,Zinzilla Zinfandel,750mL,8.6,90024,VINILANDIA USA
25151,Fred's Red Mendocino County,750mL,7.43,90024,VINILANDIA USA
25157,M Lynch Bordeaux Blanc Grave,750mL,10.27,10754,PERFECTA WINES
25158,M Lynch Bordeaux Rouge Medoc,750mL,10.06,10754,PERFECTA WINES
25162,D.des Senechaux CdP,750mL,32.89,10754,PERFECTA WINES
25168,Grady Fine Irish Cab Svgn,750mL,10.06,90047,CRUSH WINES
25178,Covalli Barbera d'Asti Super,750mL,12.58,9165,ULTRA BEVERAGE COMPANY LLP
25185,Black Pearl Oro,750mL,12.24,9165,ULTRA BEVERAGE COMPANY LLP
25190,SIXTO Chardonnay Uncovered,750mL,24.48,10754,PERFECTA WINES
25191,Cousino Macul Cab Svgn,750mL,7.33,9552,M S WALKER INC
25192,Substance Vyd Clt Red Klein,750mL,46.97,10754,PERFECTA WINES
25193,K. Vintners Charlotte Red,750mL,37.66,10754,PERFECTA WINES
25196,La Pommeraie de Brown Pessac,750mL,18.54,10754,PERFECTA WINES
25199,Le Prelat CdR Blanc,750mL,8.38,10754,PERFECTA WINES
25200,Le Prelat CdR Rouge,750mL,8.78,10754,PERFECTA WINES
25205,Silverado GEO Cab Svg,750mL,48.34,4425,MARTIGNETTI COMPANIES
25210,Siduri Pnt Nr Willamette Vy,750mL,15.43,9552,M S WALKER INC
25230,Love Drunk Rose,750mL,11.25,90047,CRUSH WINES
25232,OPP Pinot Gris,750mL,11.99,90047,CRUSH WINES
25233,Ravel & Stitch Cabernet Svgn,750mL,6.45,2000,SOUTHERN GLAZERS W&S OF NE
25236,Horseshoes & Handgrenades Re,750mL,12.24,90047,CRUSH WINES
25255,Calera Ctrl Coast Chard,750mL,12.66,10754,PERFECTA WINES
25263,Montaudon Brut Champagne,750mL,27.09,9552,M S WALKER INC
25265,Brittan Vyds Chard Wlmete Vy,750mL,29.05,10754,PERFECTA WINES
25268,Cantine Maschio Sparkling Ro,750mL,8.44,516,BANFI PRODUCTS CORP
25269,R Mondavi Cab Svgn Pvt Sel,750mL,4.62,1392,CONSTELLATION BRANDS INC
25270,Cantine Maschio Sparkling Ro,187mL,2.54,516,BANFI PRODUCTS CORP
25276,Zoe Rose,750mL,10.52,9552,M S WALKER INC
25278,Querceto Romantic Red,750mL,130.71,9165,ULTRA BEVERAGE COMPANY LLP
25279,Pommery Cuvee Louise 2002,750mL,80.64,1601,VRANKEN AMERICA
25281,Ransom Dry Vermouth,500mL,12.92,4425,MARTIGNETTI COMPANIES
25282,Ransom Sweet Vermouth,500mL,12.49,4425,MARTIGNETTI COMPANIES
25285,A Bichot St-Amour Champlette,750mL,12.49,9165,ULTRA BEVERAGE COMPANY LLP
25293,Croft Reserve Tawny,750mL,12.9,4692,KOBRAND CORPORATION
25301,Barrique Pnt Nr,750mL,11.1,90024,VINILANDIA USA
25314,Barton & Guestier RSV Svgn B,1500mL,9.65,8735,SURVILLE ENTERPRISES CORP
25317,Grammercy Cellars Cab Svgn,750mL,32.67,10754,PERFECTA WINES
25324,Gran Moraine Y-C Pnt Nr Oreg,750mL,24.51,9552,M S WALKER INC
25325,Gran Moraine Y-C Chard OR 15,750mL,26.66,9552,M S WALKER INC
25333,Borgo Magredo Pinot Grigio,750mL,10.52,10754,PERFECTA WINES
25334,Borgo Magredo Prosecco DOC,750mL,12.24,10754,PERFECTA WINES
25335,George Wine Co Pnt Nr Sonoma,750mL,43.41,10754,PERFECTA WINES
25337,Ch Francs Brdx CdFrancs,750mL,11.18,4425,MARTIGNETTI COMPANIES
25338,Ch Chantelune Margaux,750mL,32.46,4425,MARTIGNETTI COMPANIES
25346,Dirty and Rowdy Unfamiliar,750mL,18.24,2000,SOUTHERN WINE & SPIRITS NE
25349,Merlo Family Vyds Chard,750mL,9.99,90011,FORTUNE WINE BROKERS LLC
25355,Bench Chardonnay,750mL,15.06,90024,VINILANDIA USA
25357,Bench Cab Svgn,750mL,14.66,90024,VINILANDIA USA
25358,Honig Late Harvest Svgn Bl,375mL,42.46,7153,PINE STATE TRADING CO
25363,Cyrus Alexander Vly Etched,1500mL,80.53,7153,PINE STATE TRADING CO
25373,Sella & Mosca RSV Cannonau,750mL,7.74,6785,PALM BAY INTERNATIONAL INC
25375,Sella & Mosca Vermentino Ca,750mL,6.66,6785,PALM BAY INTERNATIONAL INC
25384,Brick & Mortar Sweet Wtr PN,750mL,37.33,9552,M S WALKER INC
25399,Mavrodaphne Eclipse,750mL,22.06,10754,PERFECTA WINES
25415,Schlosskellerei Gobelsburg,750mL,9.08,10754,PERFECTA WINES
25416,Gaston Chiquet Trad Brut 1er,750mL,27.2,10754,PERFECTA WINES
25417,Kunde Cab Svgn Sonoma Valley,750mL,11.68,4425,MARTIGNETTI COMPANIES
25418,Malamatina Retsina,500mL,4.07,10754,PERFECTA WINES
25419,Kunde Chard Sonoma Valley,750mL,9.33,4425,MARTIGNETTI COMPANIES
25426,Fattoire Barbi 13 MdScansano,750mL,13.33,9744,FREDERICK WILDMAN & SONS
25445,Maynard's 10 Yr Tawny Port,750mL,13.51,7153,PINE STATE TRADING CO
25448,Taylor Fladgate 30 yr Tawny,750mL,72.84,4692,KOBRAND CORPORATION
25449,San Guido Sassacaia,1500mL,231.78,4692,KOBRAND CORPORATION
25451,San Guido Sassacaia,6000mL,1578.94,4692,KOBRAND CORPORATION
25458,Seven Hills Cab Svgn Walla,750mL,20.54,4425,MARTIGNETTI COMPANIES
25465,Benziger Tribute Estate Red,750mL,39.99,9815,WINE GROUP INC
25466,Zonin Prosecco,750mL,8.16,4425,MARTIGNETTI COMPANIES
25481,Angela Estate Pinot Noir,750mL,21.42,9552,M S WALKER INC
25496,Sierra Cantabria Reserva Rio,750mL,18.11,9552,M S WALKER INC
25500,KJ Est Chard Santa Maria Vly,750mL,11.25,10000,MAJESTIC FINE WINES
25513,Elvio Cogno Dolcetto D'Alba,750mL,13.79,4425,MARTIGNETTI COMPANIES
25514,Elvio Cogno Barolo Cascina N,750mL,33.78,4425,MARTIGNETTI COMPANIES
25519,R Mondavi PS Bourbon Barrel,750mL,9.93,1392,CONSTELLATION BRANDS INC
25520,Nobilo Chard,750mL,7.23,1392,CONSTELLATION BRANDS INC
25521,Z Alexander Brown Uncaged Pn,750mL,12.9,2242,DELICATO VINEYARDS INC
25522,Sutter Home Clsc Cab Svgn,187mL 4 Pk,4.1,8892,TRINCHERO FAMILY ESTATES
25523,Z Alexander Brown Uncage Red,750mL,9.99,2242,DELICATO VINEYARDS INC
25524,Z Alexander Brown Uncaged CS,750mL,12.33,2242,DELICATO VINEYARDS INC
25531,BR Cohn Silver Cab Svgn Snm,750mL,15.68,9165,ULTRA BEVERAGE COMPANY LLP
25544,Tilia Bonarda Mendoza,750mL,7.94,9552,M S WALKER INC
25545,Miolo  Lote 43,750mL,19.47,90017,THE IMPORTED GRAPE LLC
25546,Miolo Quinta do Seival,750mL,12.9,90017,THE IMPORTED GRAPE LLC
25548,Miolo Chardonnay,750mL,9.86,90017,THE IMPORTED GRAPE LLC
25549,Alisios Pinot Grigio,750mL,6.89,90017,THE IMPORTED GRAPE LLC
25552,The Arsonist Red,750mL,16.43,9552,M S WALKER INC
25553,Billecart-Salmon Blanc de Bl,750mL,53.68,10754,PERFECTA WINES
25554,Brotte Espirit CdR,750mL,9.14,9165,ULTRA BEVERAGE COMPANY LLP
25555,Brotte Secret Barville Pape,750mL,31.37,9165,ULTRA BEVERAGE COMPANY LLP
25557,Kenwood Cab Svgn Sonoma,750mL,9.8,17035,PERNOD RICARD USA
25564,Elvio Cogno Barolo Vignaelen,750mL,67.11,4425,MARTIGNETTI COMPANIES
25565,Black Box Pnt Nr,500mL,3.42,1392,CONSTELLATION BRANDS INC
25581,BV Coastal Estate Merlot,750mL,6.07,1590,DIAGEO CHATEAU ESTATE WINES
25583,Estancia Pinot Noir,3000mL,27.99,1392,CONSTELLATION BRANDS INC
25585,Rex Hill Williamette Pnt Nr,750mL,21.08,9165,ULTRA BEVERAGE COMPANY LLP
25594,Virginia Dare Chard Sonoma C,750mL,16.12,2000,SOUTHERN WINE & SPIRITS NE
25595,Kettmeir Pnt Bianco Alto Adi,750mL,13.15,4425,MARTIGNETTI COMPANIES
25596,Kettmeir Muller Thurgau Alto,750mL,13.33,4425,MARTIGNETTI COMPANIES
25597,Kettmeir Pnt Grigio Alto Adi,750mL,13.79,4425,MARTIGNETTI COMPANIES
25602,Ramey Cab Svgn Pedregal Vyd,750mL,123.37,4425,MARTIGNETTI COMPANIES
25603,Verrazzano Chianti Clsc,750mL,11.4,6785,PALM BAY INTERNATIONAL INC
25606,Hoopla Chardonnay,750mL,12.33,9165,ULTRA BEVERAGE COMPANY LLP
25621,Forest Glen Cab Svgn Cal,750mL,5.36,4425,MARTIGNETTI COMPANIES
25622,Forest Glen Chard,750mL,5.33,4425,MARTIGNETTI COMPANIES
25625,Gran Pasas Monastrell,750mL,10.13,4425,MARTIGNETTI COMPANIES
25628,Marchesi Barolo Gavi de Gavi,750mL,11.1,9744,FREDERICK WILDMAN & SONS
25630,Marchesi di Barolo Barolo DO,750mL,39.99,9744,FREDERICK WILDMAN & SONS
25637,Browne Family Vyds Cab Svgn,750mL,26.14,10754,PERFECTA WINES
25638,Browne Fmly Tribute Red Blen,750mL,25.97,10754,PERFECTA WINES
25641,Fonseca Guimaraens Port,750mL,27.2,4692,KOBRAND CORPORATION
25643,Kunde Sonoma County Svgn Bln,750mL,10.06,4425,MARTIGNETTI COMPANIES
25646,Marchesi Di Barolo Sbirolo N,750mL,12.92,9744,FREDERICK WILDMAN & SONS
25647,De Loach Russian River Chard,750mL,13.42,4425,MARTIGNETTI COMPANIES
25648,Miolo Cuvee Tradition,750mL,11.76,90017,THE IMPORTED GRAPE LLC
25649,De Loach Chard Cal,750mL,6.84,4425,MARTIGNETTI COMPANIES
25650,Long Barn Chardonnay,750mL,6.49,10754,PERFECTA WINES
25652,Red Autumn Red,750mL,7.38,10754,PERFECTA WINES
25656,14 Hands Stampede Red Blend,750mL,8.21,8673,STE MICHELLE WINE ESTATES
25678,Ch Recougne Brdx Superieur,750mL,10.59,4425,MARTIGNETTI COMPANIES
25692,Carpineto Chianti Castldo,750mL,9.67,9165,ULTRA BEVERAGE COMPANY LLP
25696,Bonny Doon Vin Gris de Cigar,750mL,6.75,4425,MARTIGNETTI COMPANIES
25700,Resonance Pnt Nr,750mL,40.26,4692,KOBRAND CORPORATION
25701,Viberti Barolo Buon Padre,750mL,29.52,9165,ULTRA BEVERAGE COMPANY LLP
25703,Murphy-Goode Svgn Bl,750mL,7.58,9552,M S WALKER INC
25704,Murphy-Goode Chardonnay CA,750mL,9.86,9552,M S WALKER INC
25707,Schramsberg Brut Rose,750mL,28.96,4425,MARTIGNETTI COMPANIES
25708,Schramsberg Blanc de Blancs,750mL,21.85,4425,MARTIGNETTI COMPANIES
25710,Edna Valley Paragon Pnt Grig,750mL,7.58,3252,E & J GALLO WINERY
25711,Alexander Vly Vyd Cab Svgn,750mL,9.73,7153,PINE STATE TRADING CO
25713,Esporao Rsv White Alentejo,750mL,12.24,90010,VINEXTRA INC
25714,Grgich Hills Cab Svgn Napa,750mL,38.35,4425,MARTIGNETTI COMPANIES
25715,Grgich Hills Fume Bl Napa,750mL,16.44,4425,MARTIGNETTI COMPANIES
25716,Grgich Hills Chard Napa,750mL,25.8,4425,MARTIGNETTI COMPANIES
25723,Prophecy Pnt Nr,750mL,5.44,3252,E & J GALLO WINERY
25724,Storypoint Chard On Premise,750mL,6.89,3252,E & J GALLO WINERY
25725,Prophecy Svgn Blanc,750mL,6.89,3252,E & J GALLO WINERY
25726,La Marca Prosecco,560mL,9.14,3252,E & J GALLO WINERY
25727,Chappellet Cab Svgn Pritchrd,750mL,115.12,4425,MARTIGNETTI COMPANIES
25728,Chappellet Signature Cab Svg,750mL,37.49,4425,MARTIGNETTI COMPANIES
25729,Chappellet Mt Cuvee Napa,750mL,19.35,4425,MARTIGNETTI COMPANIES
25732,Sonoma Loeb Pnt Nr Dutton Ra,750mL,23.44,4425,MARTIGNETTI COMPANIES
25733,Regusci Est SLD Merlot,750mL,30.32,4425,MARTIGNETTI COMPANIES
25735,Hazana Vinas Viejas Rioja,750mL,9.45,9552,M S WALKER INC
25739,Stemmari Pnt Grigio,750mL,5.51,9165,ULTRA BEVERAGE COMPANY LLP
25743,Wente Chard Central Coast,750mL,5.7,2000,SOUTHERN WINE & SPIRITS NE
25746,Riojana Malbec,750mL,6.12,90017,THE IMPORTED GRAPE LLC
25747,Riojana Cab Svgn,750mL,5.06,90017,THE IMPORTED GRAPE LLC
25754,Barefoot Spritzer Summer Whi,1000mL,4.69,3252,E & J GALLO WINERY
25755,Peter Vella Moscato Sangria,5000mL,10.34,3252,E & J GALLO WINERY
25776,Canvasback Red Mtn Cab Svgn,750mL,26.17,4425,MARTIGNETTI COMPANIES
25777,Ch Bonnet Red,750mL,8.96,4425,MARTIGNETTI COMPANIES
25778,Duckhorn Migration PN Sonoma,750mL,27.74,4425,MARTIGNETTI COMPANIES
25779,Ch Bonnet White Entre-Deux-,750mL,10.06,4425,MARTIGNETTI COMPANIES
25790,Love Noir Pnt Nr,750mL,7.89,9815,WINE GROUP INC
25791,Girasole Pnt Nr,750mL,9.33,90011,FORTUNE WINE BROKERS LLC
25792,Girasole Cab Svgn,750mL,9.39,90011,FORTUNE WINE BROKERS LLC
25794,Girasole Charlie's Blend,750mL,9.86,90011,FORTUNE WINE BROKERS LLC
25796,Grgich Hills Znfdl,750mL,23.02,4425,MARTIGNETTI COMPANIES
25798,Daniel Cohn Cab Svgn Bellaco,750mL,13.07,4425,MARTIGNETTI COMPANIES
25799,Perrin Rsv CdR Blanc,750mL,8.9,1587,VINEYARD BRANDS INC
25800,Acacia Winery Chard Carneros,750mL,16.43,1590,DIAGEO CHATEAU ESTATE WINES
25802,Dynamite Cab Svgn N Cst,750mL,8.21,1590,DIAGEO CHATEAU ESTATE WINES
25807,Hoopes Oakville Cab Svgn,750mL,39.21,9165,ULTRA BEVERAGE COMPANY LLP
25808,Edna Valley Chard,750mL,7.84,3252,E & J GALLO WINERY
25809,Hoopes Napa Cab Svgn,750mL,28.96,9165,ULTRA BEVERAGE COMPANY LLP
25815,Dom Souyris Le Chemin 14,750mL,8.78,9165,ULTRA BEVERAGE COMPANY LLP
25817,Guigal Chtnf du Pape,750mL,32.67,4425,MARTIGNETTI COMPANIES
25827,Angeline Cab Svgn California,750mL,8.72,9552,M S WALKER INC
25831,Dry Creek Chenin Blanc Dry,750mL,6.89,7153,PINE STATE TRADING CO
25832,Dry Creek Fume Bl Sonoma,750mL,6.53,7153,PINE STATE TRADING CO
25838,Dry Creek Cab Svgn Sonoma,750mL,12.49,7153,PINE STATE TRADING CO
25846,Groth Svgn Bl Napa Valley,750mL,12.05,4425,MARTIGNETTI COMPANIES
25853,Purple Heart Red,750mL,11.4,2000,SOUTHERN WINE & SPIRITS NE
25856,H Mynors Znfdl OV Cuvee,750mL,13.15,4425,MARTIGNETTI COMPANIES
25859,Handsome Devil Cab Svgn,750mL,7.33,8892,TRINCHERO FAMILY ESTATES
25866,Le Cirque Rouge,750mL,11.48,10754,PERFECTA WINES
25867,D Cabirau CdRoussillon Rouge,750mL,12.41,10754,PERFECTA WINES
25869,Dom Bousquet Malbec Rsv,750mL,13.1,10754,PERFECTA WINES
25870,Man Svgn Bl,750mL,4.72,1587,VINEYARD BRANDS INC
25875,Ruffino Rose Prosecco DOC,750mL,8.66,1392,CONSTELLATION BRANDS INC
25876,The Dreaming Tree Svgn Bl,750mL,9.86,1392,CONSTELLATION BRANDS INC
25881,Il Roccolo Montepulciano,750mL,5.47,7153,PINE STATE TRADING CO
25883,Honig Cab Svgn Napa,750mL,24.82,7153,PINE STATE TRADING CO
25887,Joel Gott Merlot,750mL,11.18,8892,TRINCHERO FAMILY ESTATES
25888,Neyers Vyd Pnt Nr Roberts Rd,750mL,26.02,4425,MARTIGNETTI COMPANIES
25893,MJ Candice Red 13 Roussillon,750mL,7.14,9165,ULTRA BEVERAGE COMPANY LLP
25896,JeanJean Mas de Lunes 12,750mL,10.66,9165,ULTRA BEVERAGE COMPANY LLP
25901,Cupcake Prosecco,187mL 3 Pk,6.45,9815,WINE GROUP INC
25902,Baileyana Firepeak Pinot Nr,750mL,13.15,90047,CRUSH WINES
25904,Casal Garcia Red Sangria,750mL,5.22,4425,MARTIGNETTI COMPANIES
25909,Merryvale Profile Napa,750mL,127.58,4425,MARTIGNETTI COMPANIES
25915,Hogue Cellars Chard Wash,750mL,4.39,1392,CONSTELLATION BRANDS INC
25917,Hogue Cellars WA Svgn Bl,750mL,6.07,1392,CONSTELLATION BRANDS INC
25918,Hogue Cellars Rsl Wash,750mL,5.88,1392,CONSTELLATION BRANDS INC
25919,Hogue Clrs Merlot Wash,750mL,5.88,1392,CONSTELLATION BRANDS INC
25926,Outlier Pnt Nr,750mL,7.56,8892,TRINCHERO FAMILY ESTATES
25927,Butter Chardonnay Cans,1000mL,16.43,9165,ULTRA BEVERAGE COMPANY LLP
25929,Montevina Chard,750mL,6.2,8892,TRINCHERO FAMILY ESTATES
25930,Bieler Pere et Fils Rose,750mL,7.18,8892,TRINCHERO FAMILY ESTATES
25932,Cavaliere D'Oro Gabbiano Cls,750mL,8.84,9819,TREASURY WINE ESTATES
25934,Cavaliere D'Oro GabbianoDOCG,750mL,6.53,9819,TREASURY WINE ESTATES
25936,Roscato Rose Dolce,750mL,8.78,6785,PALM BAY INTERNATIONAL INC
25941,Wine Cube Cab Svgn,3000mL,11.72,8892,TRINCHERO FAMILY ESTATES
25958,Dark Horse Rose,750mL,5.99,3252,E & J GALLO WINERY
25963,Macrostie Carneros Chard,750mL,11.61,4425,MARTIGNETTI COMPANIES
25964,MacRostie Pnt Nr Sonoma Cst,750mL,18.29,4425,MARTIGNETTI COMPANIES
25966,Robert Sinskey Pnt Nr Carner,750mL,23.8,10754,PERFECTA WINES
25968,Fleur de Mer Rose,750mL,12.92,3252,E & J GALLO WINERY
25984,C Y Toro Casa Diablo Svgn Bl,750mL,5.88,516,BANFI PRODUCTS CORP
25985,C Y Toro Casa Diablo Merlot,750mL,6.66,516,BANFI PRODUCTS CORP
25988,Infamous Goose Svgn Bl,750mL,10.52,4692,KOBRAND CORPORATION
25991,Vista Point Pnt Grigio/Col,750mL,2.39,9815,WINE GROUP INC
25992,Murphy-Goode Cab Svgn Cal,750mL,7.43,9552,M S WALKER INC
25993,Vista Point Merlot,750mL,2.36,9815,WINE GROUP INC
25994,Rodney Strong Merlot Sonoma,750mL,11.72,4425,MARTIGNETTI COMPANIES
25995,Gallo Cafe Znfdl Cal,1500mL,6.57,3252,E & J GALLO WINERY
25997,Vista Point Chard,750mL,2.3,9815,WINE GROUP INC
26000,Vista Point Cab Svgn,750mL,2.37,9815,WINE GROUP INC
26003,Notorious Pink Grenache Rose,750mL,11.61,4425,MARTIGNETTI COMPANIES
26018,Peju Svgn Blanc,750mL,17.23,653,STATE WINE & SPIRITS
26019,Peju Cabernet Svgn,750mL,31.16,653,STATE WINE & SPIRITS
26027,Ch Beauchene CdPape Blanc,750mL,24.32,10754,PERFECTA WINES
26028,Substance Cabernet Sauvignon,750mL,12.33,10754,PERFECTA WINES
26032,Ferrari Carano Prevail,750mL,59.6,2000,SOUTHERN WINE & SPIRITS NE
26043,Foris Pnt Gris Rogue Vly,750mL,9.58,90010,VINEXTRA INC
26046,Dievole Chianti Classico,750mL,11.1,9552,M S WALKER INC
26062,Torres 5G Garnacha Campo,750mL,8.78,8673,STE MICHELLE WINE ESTATES
26063,Columbia Crest Grand Est Red,750mL,9.08,8673,STE MICHELLE WINE ESTATES
26066,Bell'Agio Rosso Dolce,750mL,8.66,516,BANFI PRODUCTS CORP
26070,Castello Banfi Bruned Montel,1500mL,90.9,516,BANFI PRODUCTS CORP
26071,Castello Banfi Brun d Montcn,3000mL,185.42,516,BANFI PRODUCTS CORP
26072,Drumheller Merlot,750mL,5.95,8673,STE MICHELLE WINE ESTATES
26073,Drumheller Chard,750mL,6.03,8673,STE MICHELLE WINE ESTATES
26075,Intrinsic Cab Svgn,750mL,13.69,8673,STE MICHELLE WINE ESTATES
26077,Ninety+Cellars Lot 129 Znfdl,750mL,7.53,4950,LATITUDE BEVERAGE COMPANY
26078,Locations CA Red,750mL,13.51,4425,MARTIGNETTI COMPANIES
26079,Nickel & Nickel Cab Svgn Qua,750mL,72.41,4425,MARTIGNETTI COMPANIES
26081,Nickel & Nickel Merlot Harri,750mL,43.44,4425,MARTIGNETTI COMPANIES
26082,Casal Garcia Duoro Red,750mL,5.51,4425,MARTIGNETTI COMPANIES
26085,Skyfall Cab Svgn,750mL,12.92,4425,MARTIGNETTI COMPANIES
26087,Ravage Knight Fall Dark Red,750mL,10.2,1392,CONSTELLATION BRANDS INC
26088,R Mondavi Maestro Red Napa V,750mL,34.01,1392,CONSTELLATION BRANDS INC
26091,Pacific Rim Rsl,750mL,6.2,9165,ULTRA BEVERAGE COMPANY LLP
26092,Blackstone Merlot Cal,750mL,4.79,1392,CONSTELLATION BRANDS INC
26100,Baron De Ley Reserva Rioja,750mL,11.99,9552,M S WALKER INC
26102,Finca El Origen Rsva Malbec,750mL,9.93,9552,M S WALKER INC
26104,Spottswoode Cab Svgn Napa,750mL,105.51,4425,MARTIGNETTI COMPANIES
26105,Spottswoode Svgn Bl Napa Vly,750mL,24.32,4425,MARTIGNETTI COMPANIES
26113,Kozlovic Malvasia-Croatia,750mL,13.51,2876,CENTEUR IMPORTS LLC
26134,Clos du Bois Znfdl Sonoma,750mL,6.07,1392,CONSTELLATION BRANDS INC
26143,R Mondavi Pvt Sel Svgn Bl,750mL,4.65,1392,CONSTELLATION BRANDS INC
26149,Odette Rsv Cab Svgn,750mL,263.15,4425,MARTIGNETTI COMPANIES
26157,Contour Pnt Nr Tri-County,750mL,10.34,9552,M S WALKER INC
26159,Rabble Wine Cab Svgn Paso,750mL,13.07,9552,M S WALKER INC
26164,Rabble Wine Paso Robles Red,750mL,10.8,9552,M S WALKER INC
26166,Black Stallion Est Svgn Blan,750mL,10.38,2242,DELICATO VINEYARDS INC
26175,Tom Gore Svgn Bl,750mL,7.58,1392,CONSTELLATION BRANDS INC
26181,Jaume Serra Cristalino Brut,750mL,4.57,4425,MARTIGNETTI COMPANIES
26183,Schucks North Cst Chard,750mL,10.06,9099,TRUETT HURST
26184,La Fiera Moscato,750mL,6.2,90024,VINILANDIA USA
26198,Chronic Cellars Pink Pedals,750mL,11.76,7153,PINE STATE TRADING CO
26200,Our Daily Znfdl,750mL,7.09,7153,PINE STATE TRADING CO
26208,Cosentino The Blanc,750mL,9.03,9165,ULTRA BEVERAGE COMPANY LLP
26222,Jarvis Cab Svgn Rsv Napa,750mL,140.93,2000,SOUTHERN WINE & SPIRITS NE
26223,Jarvis Chard Finch Hollow Un,750mL,71.89,2000,SOUTHERN WINE & SPIRITS NE
26225,Jarvis Cab Svgn Napa,750mL,86.09,2000,SOUTHERN WINE & SPIRITS NE
26227,Jarvis Lake William Red Napa,750mL,94.59,2000,SOUTHERN WINE & SPIRITS NE
26230,Mastroberardino Fiano di Ave,750mL,10.96,2000,SOUTHERN WINE & SPIRITS NE
26235,Margaret's Chard,750mL,7.79,90024,VINILANDIA USA
26236,Marques de Caceres Rose,750mL,4.76,1587,VINEYARD BRANDS INC
26237,Margaret's Merlot,750mL,8.21,90024,VINILANDIA USA
26238,Margaret's Cab Svgn,750mL,8.27,90024,VINILANDIA USA
26247,Roederer Brut Premier,750mL,32.46,2000,SOUTHERN WINE & SPIRITS NE
26248,Roederer Cristal,750mL,132.44,2000,SOUTHERN WINE & SPIRITS NE
26249,Shafer Relentless 2015,750mL,63.26,4425,MARTIGNETTI COMPANIES
26250,Roederer Est Brut,750mL,13.63,2000,SOUTHERN WINE & SPIRITS NE
26279,Josh Cellars Rose,750mL,11.48,4425,MARTIGNETTI COMPANIES
26284,Shafer Hillside Slct Cab 14,750mL,199.32,1392,CONSTELLATION BRANDS INC
26285,Moet & Chandon Imperial,1500mL,45.45,8112,MOET HENNESSY USA INC
26290,Pratsch Organic Rose,750mL,8.78,90024,VINILANDIA USA
26291,1000 Stories Znfdl,750mL,10.45,9165,ULTRA BEVERAGE COMPANY LLP
26293,Menage a Trois Luscious PN,750mL,9.86,8892,TRINCHERO FAMILY ESTATES
26298,Mont Gravet Rose,750mL,8.6,90024,VINILANDIA USA
26299,Excelsior Svgn Bl,750mL,7.28,9552,M S WALKER INC
26306,Brooks Pnt Blanc,750mL,11.03,90024,VINILANDIA USA
26313,The Pinot Project Rose,750mL,10.95,10754,PERFECTA WINES
26315,Primarius Pnt Nr,750mL,12.49,10754,PERFECTA WINES
26316,Fish House Svgn Bl,750mL,8.84,10754,PERFECTA WINES
26317,House Wine Chard,3000mL,15.17,10754,PERFECTA WINES
26318,House Wine Cab Svgn,3000mL,11.61,10754,PERFECTA WINES
26319,Steak House Cab Svgn,750mL,8.96,10754,PERFECTA WINES
26320,Ghost Block Cab Svgn Sngl Vy,750mL,67.74,90047,CRUSH WINES
26321,Oakville Est Cab Svgn,750mL,30.26,90047,CRUSH WINES
26325,Oakville Estate Znfdl,750mL,15.23,90047,CRUSH WINES
26326,Omen Red Blend,750mL,13.07,90047,CRUSH WINES
26330,Cristom Pnt Nr Mt Jeffrson C,750mL,16.66,4425,MARTIGNETTI COMPANIES
26336,Canella Rose Brut,187mL,3.61,4425,MARTIGNETTI COMPANIES
26343,Taittinger Cuvee Prestige Bl,750mL,19.04,4692,KOBRAND CORPORATION
26344,A to Z Rsl,750mL,11.33,9165,ULTRA BEVERAGE COMPANY LLP
26347,Charles & Charles Riesling,750mL,9.65,8892,TRINCHERO FAMILY ESTATES
26353,Lago Rose,750mL,8.96,10754,PERFECTA WINES
26355,Bleu de Mer Rose,750mL,8.78,10754,PERFECTA WINES
26357,Storypoint Cab Svgn On Prem,750mL,7.23,3252,E & J GALLO WINERY
26358,Prophecy Pnt Grigio,750mL,6.53,3252,E & J GALLO WINERY
26361,Prophecy Red Blend,750mL,7.53,3252,E & J GALLO WINERY
26364,E&J Gallo Vyds Sweet Berry,750mL,3.28,3252,E & J GALLO WINERY
26365,Intuition Chard,750mL,5.99,3252,E & J GALLO WINERY
26370,Stema Pnt Nnr,750mL,9.2,10754,PERFECTA WINES
26374,Orin Swift Papillon Red,750mL,43.44,4425,MARTIGNETTI COMPANIES
26375,Orin Swift Mercury Head Cab,750mL,82.75,4425,MARTIGNETTI COMPANIES
26376,Orin Swift Palermo Cab Svgn,750mL,29.41,4425,MARTIGNETTI COMPANIES
